id,board,agency,title,primary,secondary,ei_reason,labeler
3903c022aabf,BKCB8,Department of Parks & Recreation,Woods Playground Basketball Courts,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
24c1d550ba14,BKCB8,Department of Parks & Recreation,Woods Playground Comfort Station,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
7ff216ba010d,BKCB8,Department of Parks & Recreation,Woods Playground renovation,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
47f1b99eb696,BKCB9,Department of Buildings,Address illegal conversions and uses of buildings,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
d9b74dcb9f31,BKCB9,Department of Buildings,Address illegal conversions and uses of buildings,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
1319c61ba7e4,BKCB9,Department of Transportation,Address traffic congestion,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
a3f9fe553ee5,BKCB9,Dept. of Health & Mental Hygiene,Animal and pest control requests including reducing rat and mosquito populations,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
3c787ca79cd7,BKCB9,Department of Education,Assign more teaching staff,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
7700abdc760a,BKCB9,Department of Environmental Protection,Clean catch basins,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
f92ea6b3a846,BKCB9,Small Business Services,Conduct BID Feasibility Analysis or support BID Formation Planning for a selected,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
903848e3c7b6,BKCB9,Small Business Services,Conduct a commercial district needs assessment,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
d70d8d71ae5a,BKCB9,Department of Transportation,Conduct traffic or parking studies,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
ba826ae28492,BKCB9,Brooklyn Public Library,"Create a new, or renovate or upgrade an existing public library",City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
7e56f8cadc3f,BKCB9,Dept. of Health & Mental Hygiene,Create or promote programs for education and awareness on preventing chronic,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
be6f176ffe52,BKCB9,Dept. of Health & Mental Hygiene,Create or promote programs for education and awareness on preventing chronic,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
4a83be69c030,BKCB9,Dept. of Health & Mental Hygiene,Create or promote programs to de-stigmatize mental health needs and encourage,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
ba49a4735d6e,BKCB9,Department of Environmental Protection,Develop a capital project for specific street segments currently lacking sanitary sewers,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
77e5824fe8df,BKCB9,Department of Transportation,Elevator at Winthrop,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
0d41d6d5199d,BKCB9,Department for the Aging,Enhance NORC programs and health services,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
529e96dfcd06,BKCB9,Department for the Aging,Enhance educational and recreational programs,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
09c8e3ba8139,BKCB9,Department of Parks & Recreation,"Enhance park safety through design interventions, e.g. better lighting",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
da99dcc57b9e,BKCB9,Department of Parks & Recreation,Enhance park safety through more security staff (police or parks enforcement),Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
36e2a06423c7,BKCB9,Department of Parks & Recreation,Enhance park safety through more security staff (police or parks enforcement),Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
6c0b35dd8e69,BKCB9,Economic Development Corporation,Expand clean space initiatives for public sites and graffiti free removal program for,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
31cb1cb0dbfb,BKCB9,Department of Buildings,Expand code enforcement,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
63c61b834c40,BKCB9,Economic Development Corporation,Expand programs to support MWBE-owned firms and businesses,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
75b222be509c,BKCB9,Department of Homeless Services,Expand street outreach,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
3af53f717f44,BKCB9,Police Department,Hire additional crossing guards,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
ad45fb93ed9a,BKCB9,Housing Preservation & Development,Homeowner Initiatives,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
6fa2602ff8e9,BKCB9,Police Department,Illegal Cannabis - Sheriffs Office,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
35abb73e2c49,BKCB9,MTA / NYC Transit,"Improve accessibility of transit infrastructure, by providing elevators, escalators, etc.",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
e65c1b7a65cb,BKCB9,MTA / NYC Transit,"Improve bus cleanliness, safety or maintenance",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
68cd03bbbdf8,BKCB9,Department of Transportation,"Improve mobility options, including bike share and car share",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
3e08090050d7,BKCB9,Department of Transportation,"Improve mobility options, including bike share and car share",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
47d7138969a6,BKCB9,Department of Transportation,"Improve mobility options, including bike share and car share",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
f3e4ae0f9630,BKCB9,Department of Transportation,"Improve mobility options, including bike share and car share",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
3ccd84b61b1a,BKCB9,Department of Transportation,Improve parking operations,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
648753c79aac,BKCB9,NYC Housing Authority,Improve public housing maintenance and cleanliness,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
77dd4719a806,BKCB9,MTA / NYC Transit,"Improve subway station or train cleanliness, safety and maintenance",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
c96a17ab89f9,BKCB9,MTA / NYC Transit,"Improve subway station or train cleanliness, safety and maintenance",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
ff173280e6fc,BKCB9,Department of Transportation,"Improve traffic and pedestrian safety, including traffic calming",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
897064e32807,BKCB9,Department of Transportation,"Improve traffic and pedestrian safety, including traffic calming",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
b7ee981aac66,BKCB9,Department of Transportation,"Improve traffic and pedestrian safety, including traffic calming",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
813a402c301e,BKCB9,Department of Transportation,"Improve traffic and pedestrian safety, including traffic calming",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
8d1ca658405d,BKCB9,Department of Transportation,"Improve traffic and pedestrian safety, including traffic calming",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
53f9ce5a5bb2,BKCB9,Department of Transportation,"Improve traffic and pedestrian safety, including traffic calming",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
2cc475d343d3,BKCB9,Department of Transportation,"Improve traffic and pedestrian safety, including traffic calming",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
76d723b74762,BKCB9,Department of Transportation,"Improve traffic and pedestrian safety, including traffic calming",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
09e950aa42c3,BKCB9,Department of Transportation,"Improve traffic and pedestrian safety, including traffic calming",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
13c05a60048b,BKCB9,Department of Transportation,"Improve traffic and pedestrian safety, including traffic calming",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
eda286143041,BKCB9,Department of Transportation,"Improve traffic and pedestrian safety, including traffic calming",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
678c4e5da203,BKCB9,Department of Transportation,"Improve traffic and pedestrian safety, including traffic calming",City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
52ed0ef01c64,BKCB9,Department of Transportation,"Improve traffic and pedestrian safety, including traffic calming",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
bb4c4003ef96,BKCB9,Department of Transportation,"Improve traffic and pedestrian safety, including traffic calming",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
3efd4337b2ce,BKCB9,Department of Transportation,"Improve traffic and pedestrian safety, including traffic calming",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
fc5344b9f6cb,BKCB9,Department of Transportation,"Improve traffic and pedestrian safety, including traffic calming",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
52e0fad3bcb0,BKCB9,Department of Transportation,"Improve traffic and pedestrian safety, including traffic calming",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
9aa9cb319dce,BKCB9,Department of Parks & Recreation,Improve trash removal and cleanliness,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
a27d7653c855,BKCB9,Department of Sanitation,Increase enforcement of alternate street parking cleaning rules,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
99191399f652,BKCB9,Department of Sanitation,Increase enforcement of dirty sidewalk/dirty area/failure to clean area laws,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
07bf47f6701d,BKCB9,Department of Sanitation,Increase enforcement of illegal dumping laws,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
48e7028a1894,BKCB9,Department of City Planning,"Increased community board training, including on core land use process and practices",Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
cbb0a967c318,BKCB9,Department of Environmental Protection,Inspect sanitary sewer on specific street segment and repair or replace as needed,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
397a853c4ce7,BKCB9,Economic Development Corporation,Invest in access to low cost financing and financial incentives to help businesses,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
96f73e0de45c,BKCB9,Economic Development Corporation,Invest in infrastructure that will support growth in commercial business districts,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
ddec03391a23,BKCB9,Landmarks Preservation Commission,Landmarks Pres.,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
8824f4bb0cc1,BKCB9,NYC Health + Hospitals,Modernize Kings County Hospital,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
ad7e4b98f3cc,BKCB9,Economic Development Corporation,Municipal Parking Garage,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
5e54b8d32612,BKCB9,MTA / NYC Transit,NewCB9Office,Engagement and Inclusion,,community board requesting new office space,"claude-sonnet, rubric.md, 2026-09-23"
e20261763168,BKCB9,Police Department,Other NYPD facilities and equipment requests,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
f340390298da,BKCB9,Police Department,Other NYPD staff resources requests,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
b038bf2a3d9c,BKCB9,Department of Parks & Recreation,Other capital budget request for DPR,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
b2e55bde2422,BKCB9,Department of Parks & Recreation,Other capital budget request for DPR,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
228a786d3a6a,BKCB9,Department of Sanitation,Other capital budget request for DSNY,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
da2e28891ef7,BKCB9,MTA / NYC Transit,Other capital budget request for NYCTA,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
bddac1c66180,BKCB9,Department of Cultural Affairs,Other cultural facilities and resources requests,Arts and Culture,,,"claude-sonnet, rubric.md, 2026-09-23"
3edba1942a51,BKCB9,Department of Education,Other educational programs requests,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
6033d8909273,BKCB9,Department of Sanitation,Other enforcement requests,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
fdf988048712,BKCB9,Department of Environmental Protection,Other expense budget request for DEP,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
4ac6cd1c18ec,BKCB9,Department for the Aging,Other expense budget request for DFTA,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
4f973905d28b,BKCB9,Department for the Aging,Other expense budget request for DFTA,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
18451391505e,BKCB9,Department of Buildings,Other expense budget request for DOB,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
cb38ec2c3e48,BKCB9,Department of Education,Other expense budget request for DOE,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
145bb584db47,BKCB9,Youth & Community Development,Other expense budget request for DYCD,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
7d4b36aad354,BKCB9,Housing Preservation & Development,Other expense budget request for HPD,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
3e26c8f559a2,BKCB9,Housing Preservation & Development,Other expense budget request for HPD,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
c410378dc96e,BKCB9,Department of City Planning,Other expense request,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
f179cb06c8d3,BKCB9,Department of Sanitation,Other garbage collection and recycling infrastructure requests,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
8ab38e53a856,BKCB9,Housing Preservation & Development,Other housing oversight and emergency housing programs,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
409bafe92dba,BKCB9,Dept. of Health & Mental Hygiene,Other programs to address public health issues requests,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
5601c5f5f269,BKCB9,Dept. of Health & Mental Hygiene,Other programs to address public health issues requests,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
b1dd98ff89d2,BKCB9,Department of Parks & Recreation,Other street trees and forestry services requests,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
e08d7e4d42c4,BKCB9,Department of Transportation,Other transportation infrastructure requests,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
66d105d770ec,BKCB9,Department of City Planning,Other zoning and land use requests,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
fba09cfc8a02,BKCB9,Department of Parks & Recreation,Plant new street trees,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
fdcff6cbc66c,BKCB9,Department of Parks & Recreation,"Provide a new, or new expansion to, a building in a park",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
141a3ab5e5aa,BKCB9,Department of Parks & Recreation,"Provide a new, or new expansion to, a building in a park",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
e268ae3b5a68,BKCB9,Office of Management & Budget,Provide more community board staff,Engagement and Inclusion,,requests additional community board staff and consultants,"claude-sonnet, rubric.md, 2026-09-23"
